Date,Aevo,ApeX,Avantis,Bluefin,Drift Protocol,dYdX v3,dYdX v4,Gains Network,GMX,Holdstation,Hyperliquid,Jupiter,KTX Finance,Level Finance,MUX Protocol,Perpetual Protocol,RabbitX,Synthetix,Vertex Protocol
17-Feb-22,,,,,,2688644094,,49966333.61,22081399,,,,,,,80090810.9,,,
18-Feb-22,,,,,,2118373188,,40237909.11,17299393.13,,,,,,,65540739.37,,,
19-Feb-22,,,,,,1047467815,,16837759.89,52378036.15,,,,,,,42317557.04,,,
20-Feb-22,,,,,,1556697500,,19258865.52,123194577.9,,,,,,,64692828.1,,,
21-Feb-22,,,,,,2878903520,,45527827.06,148476625.1,,,,,,,118855021.1,,,
22-Feb-22,,,,,,2339057423,,41787967.73,199808086.2,,,,,,,97155887.67,,,
23-Feb-22,,,,,,1669750005,,37518942.63,128928813.8,,,,,,,87310984.01,,,
24-Feb-22,,,,,,3819388249,,102686147.1,706206684.1,,,,,,,218933563.4,,,
25-Feb-22,,,,,,2060328957,,197186898.5,261375651.5,,,,,,,113140574.6,,,
26-Feb-22,,,,,,1267164600,,25788362.89,219261928.7,,,,,,,78663336.51,,,
27-Feb-22,,,,,,1846329862,,30948477.54,280921548.9,,,,,,,92434630.61,,,
28-Feb-22,,,,,,2408844316,,92788042.55,372116127.8,,,,,,,116074587.7,,,
1-Mar-22,,,,,,2257562189,,26420847.81,285887868.6,,,,,,,78136096.05,,,
2-Mar-22,,,,,,1503202985,,23200793.34,384840697.7,,,,,,,67506988.61,,,
3-Mar-22,,,,,,1333845715,,90993910.31,468472059.3,,,,,,,39550776.29,,,
4-Mar-22,,,,,,1625240136,,312190928.2,290424445.4,,,,,,,51088468.92,,,
5-Mar-22,,,,,,845486025.9,,158291608.1,82469544.5,,,,,,,26594376.07,,,
