Date,Avantis,dYdX v3,dYdX v4,Gains Network,GMX,Holdstation,Hyperliquid,Jupiter,KTX Finance,Level Finance,MUX Protocol,Perpetual Protocol,RabbitX,Synthetix,Vertex Protocol
13-Jan-23,,2707,,,1851,,,,,21,77,8663,,2402,
14-Jan-23,,3558,,,2538,,,,,32,91,6605,,3767,
15-Jan-23,,1969,,,1303,,,,,31,56,7380,,3337,
16-Jan-23,,2283,,,1843,,,,,34,85,7070,,2148,
17-Jan-23,,2362,,,1556,,,,,40,172,5268,,970,
18-Jan-23,,2209,,,2248,,,,,73,115,405,,266,
19-Jan-23,,2883,,,1421,,,,,106,79,722,,167,
20-Jan-23,,2037,,,2112,,,,,89,93,436,,236,
21-Jan-23,,3120,,,1850,,,,,90,81,363,,243,
22-Jan-23,,2176,,,1398,,,,,75,89,279,,165,
23-Jan-23,,2432,,,1282,,,,,66,66,259,,157,
24-Jan-23,,2192,,,1535,,,,,89,95,322,,195,
25-Jan-23,,2698,,,1838,,,,,71,113,759,,225,
26-Jan-23,,2715,,,1264,,,,,66,124,388,,183,
27-Jan-23,,2360,,,1500,,,,,51,91,290,,152,
28-Jan-23,,2367,,,958,,,,,40,85,252,,110,
29-Jan-23,,2086,,,1587,,,,,56,106,293,,158,
30-Jan-23,,2701,,,1742,,,,,66,119,765,,176,
31-Jan-23,,2562,,,1257,,,,,61,2435,3535,,150,
1-Feb-23,,2126,,,1846,,,,,46,3476,1668,,247,
2-Feb-23,,3237,,,2233,,,,,66,1230,931,,269,
3-Feb-23,,2808,,,1631,,,,,70,703,534,,171,
4-Feb-23,,2133,,,1300,,,,,74,142,543,,137,
5-Feb-23,,2061,,,1668,,,,,74,170,512,,189,
6-Feb-23,,2393,,,1706,,,,,67,179,489,,180,
7-Feb-23,,2236,,,2073,,,,,50,159,578,,174,
8-Feb-23,,2583,,,2037,,,,,70,164,626,,219,
9-Feb-23,,2581,,,2679,,,,,94,219,663,,361,
10-Feb-23,,3252,,,2270,,,,,107,168,537,,259,
11-Feb-23,,2143,,,1472,,,,,98,136,449,,186,
12-Feb-23,,1667,,,1508,,,,,86,153,435,,170,
13-Feb-23,,2529,,,2223,,,,,121,206,503,,292,
14-Feb-23,,2506,,,2070,,,,,88,189,363,,246,
15-Feb-23,,2494,,,2390,,,,,133,158,420,,354,
16-Feb-23,,3125,,,2822,,,,,179,200,546,,360,
17-Feb-23,,2963,,,2435,,,,,173,174,385,,306,
18-Feb-23,,2426,,,1629,,,,,128,116,340,,212,
19-Feb-23,,1916,,,1945,,,,,85,132,378,,217,
20-Feb-23,,2586,,,2486,,,,,130,164,383,,256,
21-Feb-23,,2495,,,2527,,,,,128,155,354,,276,
22-Feb-23,,2744,,,2721,,,,,114,181,362,,290,
23-Feb-23,,2662,,,2409,,,,,98,142,309,,286,
24-Feb-23,,2024,,,2241,,,,,70,161,436,,300,
25-Feb-23,,2678,,,1804,,,,,106,144,342,,263,
26-Feb-23,,1996,,,1637,,,,,72,122,304,,206,
27-Feb-23,,2219,,,1676,,,,,73,117,321,,268,
28-Feb-23,,2061,,,1672,,,,,65,111,476,,274,
1-Mar-23,,2338,,,1724,,,,,71,164,432,,306,
2-Mar-23,,2145,,,1850,,,,,71,123,405,,338,
3-Mar-23,,2950,,,2648,,,,,100,164,458,,462,
4-Mar-23,,1751,,,1164,,,,,81,105,236,,291,
5-Mar-23,,1768,,,1361,,,,,65,86,215,,326,
6-Mar-23,,1596,,,1427,,,,,59,95,365,,312,
7-Mar-23,,1915,,,1763,,,,,68,130,442,,393,
8-Mar-23,,2466,,,2301,,,,,82,107,346,,415,2
9-Mar-23,,2428,,,3113,,,,,102,165,571,,517,2
10-Mar-23,,3695,,,3132,,,,,135,172,532,,478,
11-Mar-23,,2723,,,1797,,,,,94,147,307,,393,
12-Mar-23,,1870,,,2288,,,,,75,156,332,,434,
13-Mar-23,,3040,,,2992,,,,,123,200,408,,650,
14-Mar-23,,3143,,,3031,,,,,120,208,516,,618,
15-Mar-23,,2747,,,2165,,,,,114,184,348,,506,
16-Mar-23,,2454,,,1937,,,,,102,214,305,,395,
17-Mar-23,,2606,,,2764,,,,,104,202,403,,490,
18-Mar-23,,2706,,,2001,,,,,109,171,363,,396,
19-Mar-23,,2165,,,1866,,,,,94,124,307,,391,
20-Mar-23,,2761,,,2113,,,,,100,163,317,,451,
21-Mar-23,,2513,,,1870,,,,,80,177,308,,385,
22-Mar-23,,2278,,,2609,,,,,109,243,314,,495,
23-Mar-23,,2977,,,2015,,,,,113,206,284,,380,2
24-Mar-23,,2540,,,1814,,,,,92,244,240,,355,2
25-Mar-23,,2012,,,1365,,,,,76,192,215,,222,
26-Mar-23,,1901,,,1369,,,,,60,206,214,,237,
27-Mar-23,,1974,,,2052,,,,,77,267,306,,545,
28-Mar-23,,2601,,,1745,,,,,110,280,300,,1283,
29-Mar-23,,2518,,,1965,,,,,85,258,293,,1093,
30-Mar-23,,2182,,,1905,,,,,86,298,275,,1073,
31-Mar-23,,2250,,,1674,,,,,85,269,322,,888,
1-Apr-23,,1907,,,978,,,,,73,187,200,,798,
2-Apr-23,,1547,,,1411,,,,,69,261,242,,880,
3-Apr-23,,2125,,,1705,,,,,93,317,341,,956,
4-Apr-23,,2660,,,1784,,,,,105,250,770,,925,2
5-Apr-23,,2585,,,1992,,,,,94,269,374,,679,
6-Apr-23,,2208,,,1431,,,,,94,229,1738,,515,2
7-Apr-23,,1953,,,1091,,,,,79,187,406,,418,4
8-Apr-23,,1384,,,804,,,,,75,144,1288,,324,2
9-Apr-23,,1478,,,1158,,,,,72,179,220,,355,2
10-Apr-23,,1618,,,1815,,,,,92,237,302,,456,71
11-Apr-23,,2840,,343,2050,,,,,127,271,337,,503,60
12-Apr-23,,2417,,471,2194,,,,,101,274,300,,526,59
13-Apr-23,,2500,,479,2307,,,,,108,312,352,,683,49
14-Apr-23,,2729,,571,2573,,,,,130,382,406,,693,62
15-Apr-23,,2034,,298,1068,,,,,99,259,247,,442,25
16-Apr-23,,1488,,318,1303,,,,,89,239,274,,458,33
17-Apr-23,,2351,,479,1797,,,,,117,271,335,,578,30
18-Apr-23,,2196,,456,1540,,,,,91,317,716,,614,12
19-Apr-23,,2664,,510,2341,,,,,150,328,326,,948,7
20-Apr-23,,2368,,462,1850,,,,,121,288,286,,1049,7
21-Apr-23,,2325,,454,2144,,,,,115,302,333,,832,6
22-Apr-23,,2271,,246,1202,,,,,110,213,221,,460,5
23-Apr-23,,1486,,257,968,,,,,86,240,250,,465,6
24-Apr-23,,1718,,360,1429,,,,,89,243,259,,499,8
25-Apr-23,,1783,,423,1447,,,,,93,262,245,,514,7
26-Apr-23,,2508,,482,2303,,,,,128,346,293,,853,82
27-Apr-23,,2396,,361,1431,,,,,111,277,215,,531,96
28-Apr-23,,1771,,309,1046,,,,,117,237,220,,504,135
29-Apr-23,,1378,,163,621,,,,,73,167,168,,316,80
30-Apr-23,,1184,,206,950,,,,,64,189,186,,434,98
1-May-23,,1956,,377,1500,,,,,112,288,246,,577,95
2-May-23,,1821,,313,1066,,,,,108,203,204,,443,84
3-May-23,,1594,,365,1191,,37,,,84,256,212,,423,92
4-May-23,,1903,,315,960,,49,,,77,217,205,,436,95
5-May-23,,1753,,333,1376,,86,,,69,277,234,,517,109
6-May-23,,2074,,254,1330,,92,,,90,278,257,,515,104
7-May-23,,1576,,188,735,,98,,,79,175,184,,302,68
8-May-23,,2019,,398,1652,,173,,,98,348,298,,614,97
9-May-23,,2025,,309,861,4,179,,,76,204,214,,349,72
10-May-23,,1653,,434,1473,2,136,,1,77,319,247,,486,101
11-May-23,,2072,,387,1367,2,166,,1,89,278,284,,520,89
12-May-23,,2184,,390,1642,9,174,,1,82,292,301,,496,114
13-May-23,,1683,,184,660,3,172,,,60,162,182,,270,76
14-May-23,,1110,,155,649,7,153,,,40,181,158,,237,60
15-May-23,,1620,,318,1045,14,202,,0,51,220,210,,367,83
16-May-23,,1575,,326,824,8,656,,,52,190,193,,317,94
17-May-23,,1568,,356,980,15,645,,8,45,240,226,,435,99
18-May-23,,1662,,330,968,22,548,,9,44,239,215,40,364,102
19-May-23,,1605,,281,645,16,346,,6,44,149,189,32,711,78
20-May-23,,1107,,141,461,10,471,,2,23,116,161,36,792,69
21-May-23,,1054,,146,588,9,1105,,2,33,142,185,56,602,84
22-May-23,,1425,,288,704,14,1057,,1,48,149,204,60,500,129
23-May-23,,1621,,316,1062,14,550,,7,55,198,228,77,559,191
24-May-23,,1864,,379,1300,11,467,,5,68,231,233,89,558,191
25-May-23,,1672,,327,1019,10,398,,10,86,182,219,85,426,127
26-May-23,,1493,,288,799,16,267,,3,57,174,193,89,358,107
27-May-23,,1158,,128,455,17,179,,2,64,119,170,73,285,91
28-May-23,,1348,,221,1178,18,263,,1,75,201,224,77,447,124
